genres,plot_keyword
Action,teleportation
Action,troubled production
Adventure,box office flop
Adventure,critically bashed
Adventure,portal
Adventure,teleportation
Adventure,troubled production
Sci-Fi,box office flop
Sci-Fi,critically bashed
Sci-Fi,portal
Sci-Fi,teleportation
Sci-Fi,troubled production
Action,chaos
Action,museum
Action,museum of natural history
Action,night watchman
Action,watchman
Adventure,chaos
Adventure,museum
Adventure,museum of natural history
Adventure,night watchman
Adventure,watchman
Comedy,chaos
Comedy,museum
Comedy,museum of natural history
Comedy,night watchman
Comedy,watchman
Family,chaos
Family,museum
Family,museum of natural history
Family,night watchman
Family,watchman
Fantasy,chaos
Fantasy,museum
Fantasy,museum of natural history
Fantasy,night watchman
Fantasy,watchman
Action,disaster movie
Action,earthquake
Action,journey
Action,natural disaster
Action,san andreas fault
Adventure,disaster movie
Adventure,earthquake
Adventure,journey
Adventure,natural disaster
Adventure,san andreas fault
Drama,disaster movie
Drama,earthquake
Drama,journey
Drama,natural disaster
Drama,san andreas fault
Thriller,disaster movie
Thriller,earthquake
Thriller,journey
Thriller,natural disaster
Thriller,san andreas fault
Action,ex boyfriend ex girlfriend relationship
Action,media tycoon
Action,megalomaniac
Action,official james bond series
Action,world war three
Adventure,ex boyfriend ex girlfriend relationship
Adventure,media tycoon
Adventure,megalomaniac
Adventure,official james bond series
Adventure,world war three
Thriller,ex boyfriend ex girlfriend relationship
Thriller,media tycoon
Thriller,megalomaniac
Thriller,official james bond series
Thriller,world war three
Action,american revolution
Action,british
Action,french
Action,hero
Action,standoff
Drama,american revolution
Drama,british
Drama,french
Drama,hero
Drama,standoff
History,american revolution
History,british
History,french
History,hero
History,standoff
War,american revolution
War,british
War,french
War,hero
War,standoff
Crime,father daughter relationship
Crime,heist
Crime,pretending to be pregnant
Crime,sequel
Crime,thief
Thriller,father daughter relationship
Thriller,heist
Thriller,pretending to be pregnant
Thriller,sequel
Thriller,thief
Action,assassin
Action,marriage
Action,secret agent
Action,suburb
Action,target
Comedy,assassin
Comedy,marriage
Comedy,secret agent
Comedy,suburb
Comedy,target
Crime,assassin
Crime,marriage
Crime,secret agent
Crime,suburb
Crime,target
Romance,assassin
Romance,marriage
Romance,secret agent
Romance,suburb
Romance,target
Thriller,assassin
Thriller,marriage
Thriller,secret agent
Thriller,suburb
Thriller,target
Adventure,action heroine
Adventure,falling from height
Adventure,mind control
Adventure,trainhopping
Adventure,truth serum
Sci-Fi,action heroine
Sci-Fi,falling from height
Sci-Fi,mind control
Sci-Fi,trainhopping
Sci-Fi,truth serum
Thriller,action heroine
Thriller,falling from height
Thriller,mind control
Thriller,trainhopping
Thriller,truth serum
Biography,1920s
Biography,aviation
Biography,fight
Biography,spruce goose
Biography,test flight
Drama,1920s
Drama,aviation
Drama,fight
Drama,spruce goose
Drama,test flight
Adventure,bermuda triangle
Adventure,box office hit
Adventure,shipwrecked
Adventure,travel
Adventure,travel writer
Comedy,bermuda triangle
Comedy,box office hit
Comedy,shipwrecked
Comedy,travel
Comedy,travel writer
Family,bermuda triangle
Family,box office hit
Family,shipwrecked
Family,travel
Family,travel writer
Fantasy,bermuda triangle
Fantasy,box office hit
Fantasy,shipwrecked
Fantasy,travel
Fantasy,travel writer
Action,heir
Action,kung fu
Action,party
Action,playboy
Action,superhero
Comedy,heir
Comedy,kung fu
Comedy,party
Comedy,playboy
Comedy,superhero
Crime,heir
Crime,kung fu
Crime,party
Crime,playboy
Crime,superhero
Sci-Fi,heir
Sci-Fi,kung fu
Sci-Fi,party
Sci-Fi,playboy
Sci-Fi,superhero
Thriller,heir
Thriller,kung fu
Thriller,party
Thriller,playboy
Thriller,superhero
Action,army
Action,commander
Action,female rear nudity
Action,greek
Action,navy
Drama,army
Drama,commander
Drama,female rear nudity
Drama,greek
Drama,navy
Fantasy,army
Fantasy,commander
Fantasy,female rear nudity
Fantasy,greek
Fantasy,navy
War,army
War,commander
War,female rear nudity
War,greek
War,navy
Adventure,blue
Adventure,new york
Adventure,new york city
Adventure,no opening credits
Adventure,smurf
Animation,blue
Animation,new york
Animation,new york city
Animation,no opening credits
Animation,smurf
Comedy,blue
Comedy,new york
Comedy,new york city
Comedy,no opening credits
Comedy,smurf
Family,blue
Family,new york
Family,new york city
Family,no opening credits
Family,smurf
Fantasy,blue
Fantasy,new york
Fantasy,new york city
Fantasy,no opening credits
Fantasy,smurf
Animation,cattle
Animation,cow
Animation,dairy farm
Animation,farm
Animation,rustler
Comedy,cattle
Comedy,cow
Comedy,dairy farm
Comedy,farm
Comedy,rustler
Family,cattle
Family,cow
Family,dairy farm
Family,farm
Family,rustler
Music,cattle
Music,cow
Music,dairy farm
Music,farm
Music,rustler
Western,cattle
Western,cow
Western,dairy farm
Western,farm
Western,rustler
Action,based on young adult novel
Action,dystopia
Action,genetic experimentation
Action,strong female character
Action,strong female lead
Adventure,based on young adult novel
Adventure,dystopia
Adventure,genetic experimentation
Adventure,strong female character
Adventure,strong female lead
Mystery,based on young adult novel
Mystery,dystopia
Mystery,genetic experimentation
Mystery,strong female character
Mystery,strong female lead
Sci-Fi,based on young adult novel
Sci-Fi,dystopia
Sci-Fi,genetic experimentation
Sci-Fi,strong female character
Sci-Fi,strong female lead
Thriller,based on young adult novel
Thriller,dystopia
Thriller,genetic experimentation
Thriller,strong female character
Thriller,strong female lead
Action,arena
Action,boxing
Action,boxing movie
Action,robot
Action,robot battle
Drama,arena
Drama,boxing
Drama,boxing movie
Drama,robot
Drama,robot battle
Sci-Fi,arena
Sci-Fi,boxing
Sci-Fi,boxing movie
Sci-Fi,robot
Sci-Fi,robot battle
Sport,arena
Sport,boxing
Sport,boxing movie
Sport,robot
Sport,robot battle
Adventure,based on cartoon
Adventure,box office hit
Adventure,no opening credits
Adventure,sequel
Adventure,smurf
Animation,based on cartoon
Animation,box office hit
Animation,no opening credits
Animation,sequel
Animation,smurf
Comedy,based on cartoon
Comedy,box office hit
Comedy,no opening credits
Comedy,sequel
Comedy,smurf
Family,based on cartoon
Family,box office hit
Family,no opening credits
Family,sequel
Family,smurf
Fantasy,based on cartoon
Fantasy,box office hit
Fantasy,no opening credits
Fantasy,sequel
Fantasy,smurf
Action,collision course
Action,computer
Action,cruise
Action,diamonds
Action,ship run aground
Crime,collision course
Crime,computer
Crime,cruise
Crime,diamonds
Crime,ship run aground
Romance,collision course
Romance,computer
Romance,cruise
Romance,diamonds
Romance,ship run aground
Thriller,collision course
Thriller,computer
Thriller,cruise
Thriller,diamonds
Thriller,ship run aground
Action,alien
Action,future
Action,manipulation
Action,simulation
Action,training
Sci-Fi,alien
Sci-Fi,future
Sci-Fi,manipulation
Sci-Fi,simulation
Sci-Fi,training
Action,fbi
Action,hacker
Action,independence day
Action,police
Action,terrorist
Adventure,fbi
Adventure,hacker
Adventure,independence day
Adventure,police
Adventure,terrorist
Thriller,fbi
Thriller,hacker
Thriller,independence day
Thriller,police
Thriller,terrorist
Action,elf
Action,hobbit
Action,middle earth
Action,quest
Action,ring
Adventure,elf
Adventure,hobbit
Adventure,middle earth
Adventure,quest
Adventure,ring
Drama,elf
Drama,hobbit
Drama,middle earth
Drama,quest
Drama,ring
Fantasy,elf
Fantasy,hobbit
Fantasy,middle earth
Fantasy,quest
Fantasy,ring
Action,19th century
Action,around the world
Action,inventor
Action,martial arts
Action,train
Adventure,19th century
Adventure,around the world
Adventure,inventor
Adventure,martial arts
Adventure,train
Comedy,19th century
Comedy,around the world
Comedy,inventor
Comedy,martial arts
Comedy,train
Biography,african american protagonist
Biography,african americans
Biography,boxing gym
Biography,gym
Biography,rumble in the jungle
Drama,african american protagonist
Drama,african americans
Drama,boxing gym
Drama,gym
Drama,rumble in the jungle
Sport,african american protagonist
Sport,african americans
Sport,boxing gym
Sport,gym
Sport,rumble in the jungle
Adventure,based on cult comic book
Adventure,cat
Adventure,home alone
Adventure,imagination
Adventure,talking cat
Comedy,based on cult comic book
Comedy,cat
Comedy,home alone
Comedy,imagination
Comedy,talking cat
Family,based on cult comic book
Family,cat
Family,home alone
Family,imagination
Family,talking cat
Fantasy,based on cult comic book
Fantasy,cat
Fantasy,home alone
Fantasy,imagination
Fantasy,talking cat
Action,humanoid robot
Action,man versus machine
Action,prosthetic limb
Action,robot as pathos
Action,robot vs. robot
Mystery,humanoid robot
Mystery,man versus machine
Mystery,prosthetic limb
Mystery,robot as pathos
Mystery,robot vs. robot
Sci-Fi,humanoid robot
Sci-Fi,man versus machine
Sci-Fi,prosthetic limb
Sci-Fi,robot as pathos
Sci-Fi,robot vs. robot
Thriller,humanoid robot
Thriller,man versus machine
Thriller,prosthetic limb
Thriller,robot as pathos
Thriller,robot vs. robot
Action,12th century
Action,crusader
Action,jerusalem
Action,knight
Action,medieval times
Adventure,12th century
Adventure,crusader
Adventure,jerusalem
Adventure,knight
Adventure,medieval times
Drama,12th century
Drama,crusader
Drama,jerusalem
Drama,knight
Drama,medieval times
History,12th century
History,crusader
History,jerusalem
History,knight
History,medieval times
War,12th century
War,crusader
War,jerusalem
War,knight
War,medieval times
Adventure,box office hit
Adventure,cat
Adventure,first part
Adventure,mouse
Adventure,orphanage
Comedy,box office hit
Comedy,cat
Comedy,first part
Comedy,mouse
Comedy,orphanage
Family,box office hit
Family,cat
Family,first part
Family,mouse
Family,orphanage
Fantasy,box office hit
Fantasy,cat
Fantasy,first part
Fantasy,mouse
Fantasy,orphanage
Animation,amphibian
Animation,dream
Animation,frog
Animation,frog prince
Animation,waitress
Family,amphibian
Family,dream
Family,frog
Family,frog prince
Family,waitress
Fantasy,amphibian
Fantasy,dream
Fantasy,frog
Fantasy,frog prince
Fantasy,waitress
Musical,amphibian
Musical,dream
Musical,frog
Musical,frog prince
Musical,waitress
Romance,amphibian
Romance,dream
Romance,frog
Romance,frog prince
Romance,waitress
Adventure,astronaut
Adventure,international cooperation
Adventure,left for dead
Adventure,nasa
Adventure,space habitat
Drama,astronaut
Drama,international cooperation
Drama,left for dead
Drama,nasa
Drama,space habitat
Sci-Fi,astronaut
Sci-Fi,international cooperation
Sci-Fi,left for dead
Sci-Fi,nasa
Sci-Fi,space habitat
Action,clone
Action,environment
Action,escape
Action,island
Action,lottery
Adventure,clone
Adventure,environment
Adventure,escape
Adventure,island
Adventure,lottery
Romance,clone
Romance,environment
Romance,escape
Romance,island
Romance,lottery
Sci-Fi,clone
Sci-Fi,environment
Sci-Fi,escape
Sci-Fi,island
Sci-Fi,lottery
Thriller,clone
Thriller,environment
Thriller,escape
Thriller,island
Thriller,lottery
Comedy,anniversary
Comedy,architect
Comedy,cellist
Comedy,friend
Comedy,hardware store
Romance,anniversary
Romance,architect
Romance,cellist
Romance,friend
Romance,hardware store
Action,auto theft
Action,brother
Action,car
Action,theft
Action,thief
Crime,auto theft
Crime,brother
Crime,car
Crime,theft
Crime,thief
Thriller,auto theft
Thriller,brother
Thriller,car
Thriller,theft
Thriller,thief
Action,battlefield
Action,blood
Action,combat
Action,gladiator
Action,roman empire
Drama,battlefield
Drama,blood
Drama,combat
Drama,gladiator
Drama,roman empire
Romance,battlefield
Romance,blood
Romance,combat
Romance,gladiator
Romance,roman empire
Action,future
Action,murder
Action,neo noir
Action,washington d.c.
Action,year 2054
Mystery,future
Mystery,murder
Mystery,neo noir
Mystery,washington d.c.
Mystery,year 2054
Sci-Fi,future
Sci-Fi,murder
Sci-Fi,neo noir
Sci-Fi,washington d.c.
Sci-Fi,year 2054
Thriller,future
Thriller,murder
Thriller,neo noir
Thriller,washington d.c.
Thriller,year 2054
Adventure,bildungsroman
Adventure,flying broom
Adventure,invisibility cloak
Adventure,monster
Adventure,wizardry
Family,bildungsroman
Family,flying broom
Family,invisibility cloak
Family,monster
Family,wizardry
Fantasy,bildungsroman
Fantasy,flying broom
Fantasy,invisibility cloak
Fantasy,monster
Fantasy,wizardry
Mystery,bildungsroman
Mystery,flying broom
Mystery,invisibility cloak
Mystery,monster
Mystery,wizardry
Action,casino
Action,espionage
Action,free running
Action,james bond
Action,terrorist
Adventure,casino
Adventure,espionage
Adventure,free running
Adventure,james bond
Adventure,terrorist
Thriller,casino
Thriller,espionage
Thriller,free running
Thriller,james bond
Thriller,terrorist
Action,astronaut
Action,cage
Action,planet
Action,wilhelm scream
Action,year 2029
Adventure,astronaut
Adventure,cage
Adventure,planet
Adventure,wilhelm scream
Adventure,year 2029
Sci-Fi,astronaut
Sci-Fi,cage
Sci-Fi,planet
Sci-Fi,wilhelm scream
Sci-Fi,year 2029
Thriller,astronaut
Thriller,cage
Thriller,planet
Thriller,wilhelm scream
Thriller,year 2029
Action,future
Action,liquid metal
Action,multiple cameos
Action,sexy woman
Action,time travel
Sci-Fi,future
Sci-Fi,liquid metal
Sci-Fi,multiple cameos
Sci-Fi,sexy woman
Sci-Fi,time travel
Biography,1930s
Biography,bank
Biography,celebrity criminal
Biography,fbi
Biography,public enemy number one
Crime,1930s
Crime,bank
Crime,celebrity criminal
Crime,fbi
Crime,public enemy number one
Drama,1930s
Drama,bank
Drama,celebrity criminal
Drama,fbi
Drama,public enemy number one
History,1930s
History,bank
History,celebrity criminal
History,fbi
History,public enemy number one
Romance,1930s
Romance,bank
Romance,celebrity criminal
Romance,fbi
Romance,public enemy number one
Biography,death
Biography,heroin
Biography,popcorn
Biography,smuggling
Biography,vietnam
Crime,death
Crime,heroin
Crime,popcorn
Crime,smuggling
Crime,vietnam
Drama,death
Drama,heroin
Drama,popcorn
Drama,smuggling
Drama,vietnam
Action,espionage
Action,secret agent
Action,secret mission
Action,spy
Action,spy film
Comedy,espionage
Comedy,secret agent
Comedy,secret mission
Comedy,spy
Comedy,spy film
Thriller,espionage
Thriller,secret agent
Thriller,secret mission
Thriller,spy
Thriller,spy film
Action,hijack
Action,hostage
Action,ransom
Action,subway
Action,train
Crime,hijack
Crime,hostage
Crime,ransom
Crime,subway
Crime,train
Thriller,hijack
Thriller,hostage
Thriller,ransom
Thriller,subway
Thriller,train
Comedy,birthday
Comedy,critically bashed
Comedy,male nurse
Comedy,nurse
Comedy,suspicion
Romance,birthday
Romance,critically bashed
Romance,male nurse
Romance,nurse
Romance,suspicion
Action,capitalist
Action,detective
Action,investigation
Action,new york city
Action,police
Comedy,capitalist
Comedy,detective
Comedy,investigation
Comedy,new york city
Comedy,police
Crime,capitalist
Crime,detective
Crime,investigation
Crime,new york city
Crime,police
Action,assassination attempt
Action,corporate crime
Action,rogue agent
Action,witness
Action,witness protection program
Drama,assassination attempt
Drama,corporate crime
Drama,rogue agent
Drama,witness
Drama,witness protection program
Mystery,assassination attempt
Mystery,corporate crime
Mystery,rogue agent
Mystery,witness
Mystery,witness protection program
Thriller,assassination attempt
Thriller,corporate crime
Thriller,rogue agent
Thriller,witness
Thriller,witness protection program
Drama,dynamite
Drama,historically inaccurate
Drama,ku klux klan
Drama,n word
Drama,slavery
Western,dynamite
Western,historically inaccurate
Western,ku klux klan
Western,n word
Western,slavery
Animation,15th century
Animation,cathedral
Animation,gypsy
Animation,paris
Animation,victor hugo
Drama,15th century
Drama,cathedral
Drama,gypsy
Drama,paris
Drama,victor hugo
Family,15th century
